Logistic Regression,KNN,Decision Tree,Random Forest,Gradient Boosting,XGBoost,SVM
0.9065983730039169,0.7583609520940042,0.9343175655317867,0.9608315757758361,0.9364266345284724,1.0,0.9761976498945466
0.8879518072289156,0.6578313253012048,0.7843373493975904,0.8421686746987952,0.8855421686746988,0.8927710843373494,0.8614457831325302
0.9067321029968437,0.760849315265891,0.9346284347465639,0.9609660298667492,0.9365498884552147,1.0,0.9762342564642735
0.8886644817319889,0.6641658009338683,0.7857738822484481,0.8418871395014895,0.8861791296619647,0.8933822615044852,0.862493340500487
